id,idade,genero,regiao,nivel_de_renda,nivel_de_educacao,funcao_diaria,H_uso_do_dispo_p_dia,desbloqueios_do_celular,notificacoes_p_dia,minutos_de_midias_sociais,minutos_de_estudo,dias_de_ativ_fisica,horas_de_sono,qualidade_do_sono,pontuacao_de_ansiedade,pontuacao_de_depressao,nivel_de_estresse,pontuacao_de_felicidade,pontuacao_de_foco,indicador_de_alto_risco,tipo_de_dispositivo,pontuacao_de_produtividade,pontuacao_de_dependencia_digital
142,42,Feminino,America_do_sul,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,8.9,171,316,114,155,4,6.82,3.04,6.25,10.0,9.88,7.6,37.0,0,iPhone,78.0,42.9
143,29,Feminino,Oriente_medio,Medio_alto,Mestrado,Funcionario_em_tmp_integral,14.34,285,134,61,64,2,6.04,2.92,9.34,22.0,7.2,3.5,81.0,0,iPhone,49.0,60.4
144,30,Feminino,Oriente_medio,Baixo,Ensino_medio,Funcionario_em_tmp_integral,7.0,127,132,395,196,3,8.22,3.04,6.74,6.0,1.0,8.7,41.0,0,Android,67.0,29.1
145,38,Masculino,America_do_sul,Alto,Bacharelado,Desempregado_a_procura_de_emprego,12.8,125,341,25,49,5,4.12,3.14,4.0,21.0,4.72,3.7,51.0,0,iPhone,68.0,36.7
146,22,Feminino,America_do_sul,Baixo,Bacharelado,Estudante,11.68,250,115,94,0,1,5.16,2.81,7.28,16.0,10.0,1.7,63.0,1,Tablet,73.0,49.4
147,39,Masculino,America_do_norte,Medio_alto,Mestrado,Meio período/Turno,14.65,178,222,100,125,3,7.9,2.98,4.0,19.0,9.94,3.8,43.0,1,Android,53.0,55.1
148,40,Masculino,Oriente_medio,Baixo,Bacharelado,Cuidador_Aux_servicos_domiciliares,11.29,221,343,183,207,2,7.9,2.9,4.0,9.0,5.34,7.2,30.0,0,iPhone,52.0,54.0
149,23,Masculino,Europa,Medio_alto,Mestrado,Meio período/Turno,11.53,153,769,412,260,1,6.01,2.88,5.0,16.0,8.3,4.9,0.0,1,iPhone,70.0,57.6
150,35,Feminino,Africa,Medio_alto,Ensino_medio,Meio período/Turno,10.96,217,282,205,80,4,5.24,3.07,5.09,15.0,5.94,3.6,18.0,0,Android,68.0,50.4
151,22,Masculino,Africa,Baixo,Ensino_medio,Estudante,10.59,133,433,91,0,5,7.08,3.1,4.0,14.0,1.0,8.4,30.0,0,Android,68.0,45.1
152,27,Masculino,Asia,Medio_alto,Bacharelado,Meio período/Turno,6.15,138,530,104,0,7,7.86,3.34,4.0,6.0,1.0,10.0,37.0,0,iPhone,68.0,37.9
153,34,Masculino,America_do_norte,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,8.4,148,133,303,61,3,7.06,3.03,4.0,6.0,4.13,8.8,41.0,0,Android,58.0,34.9
154,18,Feminino,Europa,Medio_baixo,Bacharelado,Estudante,10.22,235,837,103,103,4,4.8,2.98,4.92,15.0,4.89,3.2,0.0,0,iPhone,67.0,62.8
155,34,Feminino,Asia,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,8.4,152,245,57,0,2,8.24,2.97,5.94,10.0,1.0,9.7,48.0,0,iPhone,68.0,37.8
156,16,Feminino,Oriente_medio,Baixo,Ensino_medio,Estudante,6.03,102,252,235,191,7,8.88,3.31,8.82,1.0,1.0,8.7,39.0,0,iPhone,58.0,26.7
157,34,Feminino,America_do_norte,Baixo,Ensino_medio,Funcionario_em_tmp_integral,15.3,239,241,108,29,7,6.47,3.31,8.79,16.0,9.76,8.4,41.6,1,Laptop,84.0,61.0
158,14,Feminino,Asia,Medio_baixo,Ensino_medio,Estudante,4.93,153,323,178,107,1,9.35,2.86,5.89,6.0,1.0,8.1,42.0,0,Android,70.0,29.7
159,29,Masculino,America_do_norte,Baixo,Ensino_medio,Desempregado_a_procura_de_emprego,3.51,82,138,383,48,4,7.3,3.02,4.0,4.0,5.03,7.1,60.0,0,Tablet,53.0,17.5
160,28,Masculino,Africa,Baixo,Bacharelado,Meio período/Turno,7.14,167,196,126,63,3,5.91,3.02,4.0,6.0,1.99,8.9,65.0,0,Laptop,72.0,34.2
161,17,Feminino,Asia,Medio_baixo,Ensino_medio,Estudante,3.48,67,107,56,86,3,9.25,2.95,8.76,4.0,4.12,9.1,61.0,0,Laptop,55.0,14.2
162,17,Feminino,Europa,Medio_baixo,Ensino_medio,Estudante,10.22,242,159,222,0,3,6.51,2.9,7.3,16.0,10.0,6.5,51.0,1,Tablet,73.0,45.8
163,21,Feminino,Europa,Medio_baixo,Bacharelado,Estudante,7.34,142,125,89,156,0,6.96,2.68,8.19,9.0,10.0,2.9,98.0,0,Laptop,77.0,29.9
164,22,Feminino,Europa,Medio_alto,Bacharelado,Meio período/Turno,11.81,304,145,114,158,1,4.95,2.84,5.86,16.0,10.0,1.4,59.0,1,Android,65.3,55.4
165,23,Feminino,Europa,Medio_alto,Bacharelado,Estudante,15.15,309,284,321,103,7,5.52,3.24,7.85,12.0,4.53,3.9,40.0,1,Android,75.0,66.9
166,23,Masculino,Asia,Baixo,Bacharelado,Estudante,6.13,151,387,95,174,4,7.86,3.13,4.0,9.0,1.0,9.4,49.0,0,Tablet,69.0,34.9
167,15,Feminino,Africa,Baixo,Ensino_medio,Estudante,6.76,164,331,124,90,6,6.33,3.27,8.06,4.0,1.75,8.9,47.0,0,Android,73.0,35.2
168,24,Masculino,Asia,Medio_alto,Bacharelado,Meio período/Turno,11.02,231,313,122,39,3,7.42,3.04,4.0,13.0,8.08,4.9,44.0,1,Laptop,84.0,51.0
169,22,Masculino,Europa,Alto,Bacharelado,Estudante,12.48,224,417,170,90,3,4.76,2.98,4.0,16.0,7.0,6.0,12.0,0,Laptop,63.0,57.0
170,35,Feminino,Africa,Medio_alto,Bacharelado,Meio período/Turno,11.85,222,204,37,67,3,6.01,2.98,7.25,15.0,4.2,6.3,67.0,0,Tablet,57.0,51.3
171,27,Masculino,Europa,Medio_alto,Doutorado,Funcionario_em_tmp_integral,3.32,133,885,100,116,5,7.08,3.07,4.0,5.0,9.72,6.0,0.0,1,iPhone,56.0,36.7
172,30,Masculino,Africa,Medio_alto,Bacharelado,Meio período/Turno,4.65,103,210,14,0,5,6.7,3.18,4.0,7.0,1.0,9.7,68.0,0,Android,57.0,23.8
173,33,Masculino,America_do_norte,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,4.64,113,127,126,27,0,7.08,2.75,5.0,7.0,1.0,8.5,72.0,0,iPhone,64.0,22.6
174,29,Feminino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,3.68,68,181,181,154,6,7.32,3.24,5.85,7.0,4.87,8.7,67.0,0,Laptop,68.0,17.4
175,16,Feminino,Europa,Baixo,Ensino_medio,Meio período/Turno,7.06,142,90,385,88,5,7.13,3.22,5.15,10.0,2.7,9.9,57.0,0,Laptop,68.0,28.2
176,32,Feminino,America_do_norte,Medio_baixo,Ensino_medio,Desempregado_a_procura_de_emprego,7.71,65,116,516,91,4,8.9,4.02,4.36,10.0,5.86,7.1,48.0,0,Laptop,73.0,25.1
177,24,Feminino,Africa,Alto,Bacharelado,Funcionario_em_tmp_integral,14.11,304,513,119,201,5,4.97,3.12,24.38,18.0,7.94,1.3,41.0,1,Tablet,65.0,70.3
178,40,Masculino,Europa,Alto,Doutorado,Desempregado_a_procura_de_emprego,7.22,125,114,84,255,6,6.22,2.23,2.0,6.0,1.0,9.9,66.0,0,Laptop,80.0,29.6
179,19,Masculino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,6.39,141,358,284,88,6,7.17,3.16,2.0,8.0,4.59,8.7,27.0,0,Android,62.0,33.7
180,41,Feminino,Europa,Alto,Bacharelado,Meio período/Turno,8.78,94,307,40,5,5,8.71,2.12,9.01,11.0,1.0,7.8,53.0,0,iPhone,92.0,35.3
181,21,Masculino,Europa,Medio_baixo,Bacharelado,Estudante,4.8,121,162,131,0,2,9.7,4.92,4.0,1.0,1.0,9.8,50.0,0,iPhone,71.0,23.2
182,33,Feminino,America_do_norte,Medio_baixo,Bacharelado,Meio período/Turno,6.5,124,192,15,278,7,7.04,2.28,5.0,12.0,3.74,9.0,70.0,1,Android,56.0,29.8
183,28,Feminino,America_do_sul,Alto,Ensino_medio,Funcionario_em_tmp_integral,7.85,147,301,157,294,0,6.13,2.8,9.78,11.0,9.34,8.8,41.6,0,iPhone,54.0,37.4
184,20,Masculino,America_do_sul,Medio_baixo,Bacharelado,Estudante,9.03,215,476,161,7,2,6.22,1.82,7.0,22.0,1.1,7.2,22.0,0,Android,70.0,49.2
185,15,Masculino,Europa,Baixo,Ensino_medio,Meio período/Turno,1.87,66,225,269,76,1,8.54,3.87,5.0,7.0,10.0,6.2,36.0,0,iPhone,63.0,12.9
186,28,Feminino,America_do_sul,Baixo,Bacharelado,Meio período/Turno,6.03,118,593,145,83,3,7.86,2.01,4.94,2.0,7.08,8.2,13.0,1,iPhone,72.0,37.5
187,38,Feminino,Europa,Baixo,Bacharelado,Meio período/Turno,4.52,80,607,90,90,4,7.22,4.02,0.95,3.0,1.97,8.7,14.0,0,iPhone,70.0,32.0
188,20,Masculino,America_do_sul,Baixo,Ensino_medio,Estudante,15.44,308,460,107,159,1,5.78,1.0,21.0,17.0,8.24,8.5,8.0,1,Tablet,64.0,72.1
189,38,Masculino,Africa,Alto,Ensino_medio,Funcionario_em_tmp_integral,5.59,93,259,135,149,2,7.38,2.79,2.0,8.0,9.98,2.3,47.0,0,Laptop,57.0,27.2
190,15,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,4.62,140,1196,148,232,2,6.75,1.85,2.0,2.0,7.07,4.7,0.0,0,Laptop,50.0,50.9
191,17,Masculino,Oriente_medio,Medio_baixo,Ensino_medio,Estudante,7.18,159,548,502,66,1,6.34,2.86,4.0,7.0,9.36,6.7,0.0,0,Laptop,61.0,41.9
192,30,Masculino,Oriente_medio,Baixo,Mestrado,Funcionario_em_tmp_integral,8.16,138,1203,154,71,3,6.92,2.97,4.0,8.0,10.0,2.4,0.0,0,Android,74.0,59.8
193,16,Masculino,America_do_norte,Baixo,Ensino_medio,Estudante,8.02,121,216,83,196,4,7.64,2.11,6.0,14.0,4.9,6.3,72.0,0,iPhone,67.0,31.9
194,46,Feminino,Oriente_medio,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,4.85,116,182,13,120,3,7.96,3.94,5.89,5.0,1.13,1.8,61.0,0,Laptop,53.0,26.2
195,27,Feminino,America_do_norte,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,5.17,95,485,149,88,1,7.61,2.85,5.86,2.0,1.16,2.5,9.0,0,Android,67.0,30.8
196,24,Feminino,Asia,Medio_alto,Bacharelado,Estudante,5.31,74,73,385,34,1,7.92,1.78,4.65,14.0,1.0,8.8,52.0,0,Laptop,65.3,18.5
197,39,Masculino,Europa,Alto,Mestrado,Cuidador_Aux_servicos_domiciliares,4.73,92,347,61,40,4,9.42,2.0,7.0,8.0,6.94,8.6,48.0,0,iPhone,56.0,27.4
198,26,Feminino,Europa,Medio_alto,Mestrado,Meio período/Turno,11.04,234,325,250,188,5,7.3,3.13,17.69,14.0,4.79,4.4,37.0,0,Laptop,67.0,52.3
199,30,Feminino,America_do_sul,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,4.04,78,504,154,82,5,8.78,3.1,6.65,8.0,6.83,1.0,25.0,0,Laptop,65.3,27.5
200,31,Feminino,Africa,Baixo,Bacharelado,Meio período/Turno,3.59,91,222,177,328,5,8.81,3.06,3.4,4.0,9.81,4.6,41.6,0,Laptop,54.0,20.8
201,17,Feminino,Asia,Baixo,Ensino_medio,Estudante,5.36,148,124,63,183,7,5.86,2.28,5.3,11.0,1.5,9.4,70.0,0,Tablet,69.0,36.7
202,28,Masculino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,10.52,241,138,235,32,2,5.86,1.9,7.0,12.0,2.16,9.3,54.0,0,Tablet,71.0,47.0
203,22,Feminino,Africa,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,4.82,133,111,154,166,0,6.56,3.8,7.48,12.0,1.25,9.5,75.0,0,Laptop,76.0,23.0
204,35,Masculino,Africa,Baixo,Bacharelado,Cuidador_Aux_servicos_domiciliares,10.88,204,164,76,38,6,7.58,2.26,9.0,10.0,3.73,7.0,56.0,0,Tablet,65.3,45.9
205,29,Feminino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,5.07,95,134,165,116,1,7.94,2.87,6.74,6.0,6.36,6.9,54.0,0,Tablet,51.0,22.3
206,20,Feminino,Asia,Baixo,Bacharelado,Estudante,4.91,123,326,57,60,3,8.44,2.01,5.12,7.0,8.02,2.9,37.0,0,Android,56.0,28.1
207,30,Masculino,Oriente_medio,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,8.49,170,514,132,234,5,7.06,1.15,4.0,8.0,3.73,9.1,41.6,0,Laptop,70.0,45.9
208,49,Masculino,Europa,Medio_baixo,Mestrado,Meio período/Turno,7.47,64,1200,28,71,3,7.65,1.91,4.0,13.0,5.03,5.0,0.0,0,Tablet,70.0,53.8
209,22,Masculino,Africa,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,6.76,196,113,187,229,3,6.67,1.98,2.0,13.0,3.97,8.8,68.0,0,Tablet,70.0,36.7
210,33,Masculino,America_do_sul,Baixo,Mestrado,Funcionario_em_tmp_integral,8.5,215,458,158,106,3,7.68,3.0,4.0,13.0,6.08,5.3,16.0,0,Laptop,95.06,47.7
211,18,Feminino,Asia,Baixo,Bacharelado,Estudante,5.58,163,301,162,202,4,7.41,2.12,10.47,8.0,6.92,7.8,35.0,0,Tablet,71.0,31.9
212,36,Feminino,America_do_sul,Baixo,Doutorado,Cuidador_Aux_servicos_domiciliares,7.79,127,830,187,42,7,9.3,3.32,8.65,8.0,6.74,5.7,0.0,0,Tablet,76.0,49.1
213,22,Masculino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,4.72,79,468,49,58,4,7.66,4.11,6.0,3.0,4.02,9.7,36.0,0,Tablet,75.0,27.2
214,33,Masculino,Africa,Alto,Mestrado,Funcionario_em_tmp_integral,4.55,11,117,28,221,5,7.69,3.08,4.0,8.0,2.81,9.9,66.0,0,Android,72.0,13.2
215,37,Feminino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,6.03,142,237,167,0,7,7.49,3.28,6.7,3.0,9.67,6.3,65.0,0,Tablet,62.0,31.6
216,14,Masculino,America_do_norte,Baixo,Ensino_medio,Estudante,6.49,127,544,226,98,5,7.65,3.15,4.0,8.0,3.79,6.0,0.0,0,Tablet,73.0,36.8
217,31,Masculino,Africa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,2.68,44,217,80,202,3,8.94,4.03,6.0,5.0,7.04,8.1,67.0,0,Laptop,57.0,14.4
218,46,Masculino,Europa,Medio_alto,Bacharelado,Cuidador_Aux_servicos_domiciliares,7.77,150,259,33,79,1,7.3,2.8,2.0,12.0,2.22,9.5,60.0,0,Tablet,63.0,37.7
219,22,Feminino,America_do_norte,Medio_baixo,Bacharelado,Meio período/Turno,7.1,185,327,116,218,6,6.47,3.21,6.86,8.0,1.0,10.0,31.0,1,Android,60.0,38.7
220,21,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,3.66,78,160,326,2,4,10.04,4.08,2.0,2.0,1.0,9.9,42.0,0,Laptop,66.0,17.0
221,19,Feminino,Oriente_medio,Medio_baixo,Ensino_medio,Estudante,4.83,90,334,73,0,3,6.22,2.92,5.76,4.0,7.1,9.4,48.0,0,Android,88.0,24.3
222,16,Masculino,Oriente_medio,Baixo,Ensino_medio,Estudante,3.88,120,218,386,216,4,5.48,4.13,5.0,4.0,2.0,10.0,50.0,0,Laptop,46.0,22.6
223,38,Masculino,America_do_sul,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,9.8,183,297,142,147,5,7.55,2.09,3.0,14.0,1.0,9.6,19.0,0,Tablet,72.0,45.3
224,46,Feminino,Asia,Baixo,Mestrado,Funcionario_em_tmp_integral,12.27,275,826,12,75,3,7.18,1.0,21.1,25.0,8.08,4.5,0.0,1,Tablet,49.0,73.9
225,28,Feminino,Oriente_medio,Alto,Bacharelado,Meio período/Turno,6.98,128,346,57,100,5,6.44,2.13,7.8,12.0,1.0,7.6,62.0,0,iPhone,60.0,34.6
226,41,Masculino,America_do_sul,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,7.37,112,214,210,168,6,7.08,2.3,5.0,9.0,5.86,4.8,53.0,0,Android,76.0,31.5
227,37,Masculino,Europa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,9.51,158,217,122,52,3,6.72,2.0,6.0,15.0,1.18,9.8,51.0,0,Android,66.0,40.5
228,45,Masculino,Asia,Medio_alto,Bacharelado,Meio período/Turno,4.48,39,466,105,180,5,7.39,3.17,6.0,3.0,9.8,7.2,29.0,0,Laptop,54.0,25.9
229,22,Feminino,America_do_norte,Baixo,Bacharelado,Meio período/Turno,5.64,178,82,70,117,7,6.89,3.29,4.14,6.0,5.58,8.4,78.0,0,iPhone,58.0,28.5
230,30,Feminino,America_do_sul,Baixo,Mestrado,Funcionario_em_tmp_integral,9.84,213,122,336,0,1,7.76,1.0,6.62,12.0,2.3,7.5,41.6,0,iPhone,72.0,42.8
231,19,Masculino,Europa,Baixo,Ensino_medio,Meio período/Turno,5.24,100,526,103,97,5,6.24,3.06,5.0,8.0,1.0,9.6,35.0,0,Tablet,58.0,32.0
232,25,Feminino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,7.11,157,1196,63,277,1,7.56,1.7,3.42,10.0,4.24,9.7,0.0,0,Tablet,67.0,58.7
233,34,Masculino,America_do_sul,Medio_alto,Mestrado,Funcionario_em_tmp_integral,3.25,85,215,58,0,6,9.47,3.22,3.0,8.0,1.0,7.7,56.0,0,iPhone,65.0,19.2
234,24,Masculino,Africa,Medio_baixo,Mestrado,Estudante,13.62,301,187,83,211,4,5.13,1.12,14.0,18.0,6.96,2.0,72.0,0,Android,58.0,60.7
235,27,Masculino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,5.39,107,128,295,0,1,7.93,3.83,3.0,8.0,5.3,8.9,66.0,0,Laptop,86.0,22.7
236,31,Feminino,America_do_norte,Medio_baixo,Bacharelado,Meio período/Turno,6.61,124,388,29,81,1,5.88,3.84,2.96,2.0,1.31,9.8,35.0,0,Android,71.0,34.4
237,34,Masculino,Asia,Medio_alto,Mestrado,Funcionario_em_tmp_integral,14.34,303,316,51,0,2,6.6,1.0,19.0,20.0,9.17,2.6,56.0,1,Tablet,45.0,67.2
238,44,Masculino,Africa,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,7.11,115,331,102,36,2,7.36,2.91,1.0,6.0,1.12,8.9,62.0,0,Laptop,67.0,34.8
239,16,Masculino,Asia,Baixo,Ensino_medio,Estudante,6.53,216,47,142,241,3,6.29,1.97,6.0,13.0,10.0,0.0,71.0,0,Laptop,58.0,32.4
240,23,Masculino,Oriente_medio,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,9.85,230,311,89,127,3,9.0,1.93,3.0,12.0,10.0,0.0,51.0,0,Android,74.0,48.4
241,22,Feminino,Asia,Medio_alto,Ensino_medio,Estudante,1.79,48,124,66,247,4,7.68,4.15,10.22,0.0,1.89,8.7,67.0,0,Android,57.0,9.4
242,20,Masculino,Asia,Medio_baixo,Bacharelado,Meio período/Turno,6.49,150,152,440,31,5,7.93,2.16,5.0,6.0,8.81,6.0,34.0,0,iPhone,64.0,29.6
243,28,Masculino,America_do_norte,Medio_alto,Ensino_medio,Meio período/Turno,14.57,288,316,144,206,3,5.66,2.92,21.0,18.0,2.9,3.0,49.0,0,Tablet,70.0,65.1
244,30,Masculino,Asia,Baixo,Mestrado,Funcionario_em_tmp_integral,5.09,117,456,155,63,1,7.26,3.76,5.0,4.0,3.24,9.4,15.0,0,Laptop,74.0,31.8
245,23,Feminino,Africa,Baixo,Mestrado,Estudante,3.57,74,274,109,37,1,7.71,3.88,12.1,2.0,9.3,9.2,64.0,0,Android,53.0,19.9
246,44,Masculino,America_do_sul,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,1.52,27,183,170,0,2,9.24,4.84,3.0,3.0,1.0,9.1,54.0,0,Android,62.0,10.4
247,25,Masculino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,4.45,100,176,219,55,3,6.65,3.06,2.0,6.0,1.16,9.0,49.0,0,Tablet,60.0,21.6
248,33,Masculino,America_do_sul,Medio_alto,Doutorado,Funcionario_em_tmp_integral,6.94,86,149,42,0,4,6.04,2.92,3.0,10.0,3.91,8.2,74.0,0,Android,58.0,26.4
249,45,Feminino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,9.53,183,445,159,99,2,7.38,2.96,5.64,7.0,10.0,1.2,9.0,1,Laptop,83.06,48.8
250,13,Feminino,Africa,Baixo,Ensino_medio,Estudante,6.56,153,199,68,8,3,7.28,3.0,2.8,9.0,1.0,9.9,74.0,0,Tablet,69.0,36.7
251,24,Masculino,Africa,Alto,Bacharelado,Estudante,2.59,98,286,208,11,5,8.36,4.14,7.0,0.0,4.01,9.4,48.0,1,Laptop,52.0,20.0
252,16,Feminino,Europa,Medio_baixo,Ensino_medio,Estudante,12.22,250,232,140,163,3,7.69,1.0,16.38,17.0,8.04,1.9,38.0,1,iPhone,74.0,53.0
253,30,Masculino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,6.42,83,398,131,127,5,8.15,3.23,4.0,7.0,5.74,9.3,31.0,0,Tablet,86.0,30.2
254,13,Masculino,Africa,Medio_baixo,Ensino_medio,Estudante,4.91,128,613,493,140,5,6.94,4.17,2.0,4.0,5.89,8.2,2.0,0,iPhone,75.0,34.7
255,43,Feminino,America_do_norte,Medio_alto,Mestrado,Desempregado_a_procura_de_emprego,9.9,120,428,141,0,2,6.9,2.85,10.27,10.0,5.3,4.6,30.0,1,Android,50.0,44.6
256,20,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,14.36,307,341,183,0,2,6.06,1.0,19.0,21.0,3.12,1.3,54.0,0,iPhone,60.0,66.5
257,17,Masculino,Europa,Baixo,Ensino_medio,Estudante,3.51,107,90,112,167,3,7.83,1.98,5.0,2.0,10.0,1.8,47.0,0,Laptop,78.0,16.6
258,13,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,8.06,134,68,336,0,3,6.56,1.97,1.0,13.0,4.14,9.3,59.0,0,Android,58.0,29.3
259,28,Masculino,Africa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,7.81,157,139,54,196,5,7.0,3.06,5.0,9.0,1.0,9.4,80.0,0,iPhone,69.0,33.5
260,25,Masculino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,4.57,103,378,18,159,2,9.03,3.89,3.0,4.0,7.15,1.0,58.0,0,Tablet,73.0,27.0
261,16,Masculino,Europa,Baixo,Ensino_medio,Estudante,5.2,152,29,172,130,6,7.56,3.18,0.0,2.0,1.0,9.7,63.0,0,Android,56.0,23.4
262,24,Masculino,Europa,Medio_baixo,Mestrado,Meio período/Turno,13.38,279,269,71,184,0,5.19,1.0,16.0,16.0,9.35,6.7,41.0,1,Android,64.0,60.2
263,20,Feminino,Asia,Medio_baixo,Bacharelado,Estudante,5.69,131,216,74,0,5,8.54,2.17,8.6,8.0,9.86,1.9,69.0,0,iPhone,33.0,28.6
264,16,Masculino,Oriente_medio,Medio_baixo,Ensino_medio,Estudante,4.2,110,404,61,141,4,8.96,5.0,6.0,0.0,10.0,3.1,40.0,0,Tablet,55.0,27.0
265,43,Feminino,Europa,Medio_baixo,Mestrado,Meio período/Turno,5.02,75,145,181,200,3,7.98,3.02,4.94,1.0,3.06,9.8,56.0,0,Laptop,62.0,21.7
266,34,Feminino,Europa,Baixo,Mestrado,Desempregado_a_procura_de_emprego,14.76,289,320,228,0,4,7.21,1.02,25.19,24.0,9.9,1.0,30.0,1,Tablet,53.0,66.9
267,29,Masculino,America_do_norte,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,9.47,139,460,34,258,7,7.42,3.31,1.0,12.0,3.66,5.9,22.0,0,iPhone,81.0,43.9
268,20,Feminino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,3.88,99,472,139,128,0,7.46,4.74,12.98,4.0,4.42,7.7,18.0,0,iPhone,51.0,27.6
269,33,Masculino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,3.88,107,395,82,68,4,9.04,2.98,5.0,2.0,6.96,7.7,42.0,0,Tablet,61.0,27.2
270,17,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,11.14,207,437,160,166,2,8.0,1.0,9.0,19.0,7.08,0.0,31.0,0,iPhone,66.0,52.4
271,31,Masculino,America_do_norte,Alto,Bacharelado,Funcionario_em_tmp_integral,11.33,295,148,290,48,5,7.76,1.22,8.0,9.0,1.0,5.6,39.0,0,Laptop,79.0,53.8
272,20,Masculino,Europa,Medio_alto,Bacharelado,Estudante,3.74,116,301,113,0,6,7.5,5.0,7.0,0.0,3.79,9.8,55.0,0,Tablet,51.0,24.3
273,50,Masculino,America_do_sul,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,8.16,175,118,82,13,1,8.38,3.73,3.0,10.0,2.14,8.9,75.0,0,Android,77.0,37.2
274,41,Masculino,Asia,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,5.78,84,407,223,131,4,8.84,4.06,4.0,11.0,5.76,8.6,16.0,1,Android,65.0,30.7
275,14,Masculino,America_do_sul,Medio_baixo,Ensino_medio,Estudante,14.8,319,268,33,32,3,7.1,1.0,16.0,26.0,5.16,6.42,55.0,0,Tablet,55.0,66.3
276,30,Feminino,America_do_norte,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,5.88,134,187,115,9,2,7.2,1.0,4.27,5.0,4.18,4.5,51.0,0,iPhone,70.0,36.7
277,40,Feminino,Europa,Baixo,Ensino_medio,Cuidador_Aux_servicos_domiciliares,5.14,93,83,16,125,6,6.91,4.24,3.04,6.0,1.0,10.0,68.0,0,Laptop,67.0,21.5
278,37,Masculino,America_do_norte,Medio_alto,Bacharelado,Cuidador_Aux_servicos_domiciliares,0.76,21,461,283,37,4,8.49,4.04,8.0,0.0,4.84,7.7,12.0,0,iPhone,59.0,14.6
279,19,Masculino,Asia,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,6.55,140,268,187,0,3,9.1,2.96,2.0,1.0,1.0,5.7,47.0,0,iPhone,66.0,31.7
280,16,Masculino,Europa,Baixo,Ensino_medio,Estudante,4.32,88,257,206,65,2,7.38,3.88,4.0,4.0,10.0,0.3,28.0,0,Laptop,61.0,21.5
281,43,Masculino,America_do_norte,Baixo,Ensino_medio,Funcionario_em_tmp_integral,4.02,62,896,122,0,0,8.92,4.74,1.0,2.0,10.0,5.7,0.0,0,Laptop,66.0,37.2
282,16,Feminino,Europa,Baixo,Ensino_medio,Estudante,4.65,76,113,243,163,7,6.8,4.26,5.96,6.0,4.73,9.7,42.0,0,Android,72.0,17.3
283,44,Feminino,America_do_norte,Alto,Bacharelado,Cuidador_Aux_servicos_domiciliares,10.27,217,152,26,0,3,8.3,1.0,9.07,9.0,1.0,9.7,72.0,0,Laptop,81.0,45.9
284,24,Masculino,Oriente_medio,Baixo,Bacharelado,Meio período/Turno,6.33,129,213,214,71,3,7.01,4.03,4.0,4.0,5.0,4.5,59.0,0,Android,53.0,29.7
285,29,Feminino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,10.19,204,568,32,121,3,7.42,1.0,12.98,10.0,5.01,3.6,8.0,0,Tablet,86.0,53.7
